Hotel Name,Location,Price,Rating,Discount Percentage,City
The Fern Residency Ellisbridge,"Ellis Bridge, Ahmedabad","₹ 4,782",2.5,42% off,Ahmedabad
Hotel Insta Stay Inn,Ahmedabad,"₹ 3,496",2.5,13% off,Ahmedabad
Taj Gandhinagar Resort and Spa,Gandhinagar,"₹ 7,650",2.5,13% off,Ahmedabad
2) Hotel Empyrean,Gandhinagar,"₹ 2,706",2.5,22% off,Ahmedabad
6) CRAYON HOTELS,Gandhinagar,"₹ 3,615",2.5,13% off,Ahmedabad
5) Hotel Royal Empire,Gandhinagar,"₹ 1,959",2.5,21% off,Ahmedabad
32) Hotel Malbourne,Gandhinagar,"₹ 4,305",2.5,30% off,Ahmedabad
17) Hotel Green City,Gandhinagar,"₹ 1,762",2.5,21% off,Ahmedabad
The Leela Gandhinagar,"Above Railway Station, Gandhinagar","₹ 14,500",2.5,21% off,Ahmedabad
hotel skyro inn,Gandhinagar,"₹ 2,909",2.5,22% off,Ahmedabad
BLUEIVY,Anand,"₹ 4,928",4.7,36% off,Ahmedabad
Treebo Executive Suites,Gandhinagar,"₹ 1,574",2.5,65% off,Ahmedabad
Isher International Hotel,"Airport - Gandhinagar Road, Gandhinagar","₹ 1,176",2.5,22% off,Ahmedabad
Hotel SR Regency,Anand,"₹ 1,726",4.5,22% off,Ahmedabad
Super Collection O Kudasan Gandhinagar Formerly Hotel Royal Mansion,Gandhinagar,"₹ 1,320",2.5,19% off,Ahmedabad
Hotel Shugun,"Nr Shalimar Cinema, Gandhinagar","₹ 2,900",2.5,19% off,Ahmedabad
Hotel Ghunghat Inn,"Gh5 Circle, Gandhinagar",₹ 721,4.0,13% off,Ahmedabad
Natraj Resort Gandhinagar,"Delvad, Gandhinagar","₹ 3,065",4.4,12% off,Ahmedabad
Siara Styles Amba Suites,"Amba Business Park, Gandhinagar","₹ 2,365",4.7,44% off,Ahmedabad
Hotel Planet,"Kalol, Gandhinagar",₹ 954,4.4,21% off,Ahmedabad
Hotel President Inn by Sky Stays,"Sector 11, Gandhinagar","₹ 1,975",2.5,34% off,Ahmedabad
Skylon Hotel,"Sec 26, Gandhinagar","₹ 2,358",4.6,21% off,Ahmedabad
FabHotel Siddharth Corporate,Gandhinagar,"₹ 4,476",2.5,13% off,Ahmedabad
Hotel Hillton,Gandhinagar,"₹ 1,503",2.5,21% off,Ahmedabad
Hotel City Inn,"Kudasan, Gandhinagar","₹ 2,947",4.2,27% off,Ahmedabad
"Gift City Club, A Member of Radisson Individuals","Gujarat International Finance Tec-city, Gandhinagar","₹ 99,999",2.5,27% off,Ahmedabad
Super Townhouse Anand Formerly Hotel The Maison,Anand,"₹ 1,538",2.5,13% off,Ahmedabad
Hotel Rest & Ride,Anand,"₹ 1,242",2.5,17% off,Ahmedabad
HOTEL ANAND CORNER,"Anand, Anand","₹ 1,535",4.5,23% off,Ahmedabad
7 Wonders Hotel,Gandhinagar,"₹ 2,259",2.5,25% off,Ahmedabad
Hotel Vivan,"Kudasan, Gandhinagar","₹ 1,556",2.5,22% off,Ahmedabad
Hotel Mountain View,Anand,"₹ 1,413",2.5,22% off,Ahmedabad
HOTEL POINT VIEW,"Infocity, Gandhinagar","₹ 1,438",2.5,20% off,Ahmedabad
Hotel Rest And Leaf,Anand,"₹ 4,806",4.4,13% off,Ahmedabad
Hotel Decent,Anand,"₹ 2,304",2.5,23% off,Ahmedabad
Hotel Sach Regency,"Amul Dairy Road, Anand","₹ 2,354",4.1,22% off,Ahmedabad
Hummingbird Hotel & Banquet,"Vallabh Vidyanagar, Anand","₹ 3,300",4.2,40% off,Ahmedabad
Palette by CheckIn Anand Formerly Hotel La Casa Inn,Anand,"₹ 3,472",2.5,19% off,Ahmedabad
Hotel Bellevue,"Kudasan, Gandhinagar","₹ 3,994",2.5,17% off,Ahmedabad
Hotel Vrundavan,"Sector 25, Gandhinagar","₹ 1,613",2.5,23% off,Ahmedabad
Hotel Dream Residency,Anand,"₹ 1,250",2.5,17% off,Ahmedabad
Malhaar Resort Dehgam,"Vatva, Gandhinagar","₹ 9,498",4.3,24% off,Ahmedabad
Zip by Spree Hotels Phoenix,Bangalore,"₹ 2,858",2.5,30% off,Bangalore
Melange Astris,"Richmond Road, Bangalore","₹ 4,348",4.2,21% off,Bangalore
UPAR Hotels Indiranagar,"Indira Nagar, Bangalore","₹ 1,913",2.5,50% off,Bangalore
Vividus Hotel,"Gandhi Nagar, Bangalore","₹ 5,068",4.1,44% off,Bangalore
Icon Regency,"Whitefield, Bangalore","₹ 1,843",2.5,47% off,Bangalore
The Chancery Pavilion,"Residency Road, Bangalore","₹ 10,000",2.5,47% off,Bangalore
Regenta Inn Grand - ORR Mahadevapura,"Mahadevapura Post, Bangalore","₹ 5,505",4.6,21% off,Bangalore
West Fort Hotel,"Rajaji Nagar, Bangalore","₹ 2,799",4.1,26% off,Bangalore
La Sara Comforts,"Marathahalli, Bangalore","₹ 1,939",4.3,45% off,Bangalore
The Liverpool Blue Hotels,"Marathahalli, Bangalore","₹ 4,141",4.5,54% off,Bangalore
"Royale Sapphire Suites Whitefield Main Rd, KR Puram","Whitefield, Bangalore","₹ 1,794",4.5,39% off,Bangalore
GRAND KALINGA HOTEL,"Gandhi Nagar, Bangalore","₹ 2,182",4.1,27% off,Bangalore
Spree Resort At Century Wintersun,"Doddaballapur Main Road, Bangalore","₹ 4,073",4.6,47% off,Bangalore
Air Avenue Hotel - Airport,"Bengaluru International Airport Road, Bangalore","₹ 1,396",4.7,22% off,Bangalore
Satya Anantham Eco Retreat By Mystic Hotels,"Nandi Hills, Bangalore","₹ 3,131",2.5,52% off,Bangalore
Super Townhouse HAL Indiranagar Extension,"Marathahalli Bangalore, Bangalore","₹ 1,438",2.5,18% off,Bangalore
Kensington Suites,"Marathahalli, Bangalore","₹ 1,537",4.2,23% off,Bangalore
Dream Hotel - Richmond,"Richmond Town, Bangalore","₹ 1,678",4.5,35% off,Bangalore
Hotel The Shack,"Ramamurthy Nagar, Bangalore","₹ 1,319",4.0,47% off,Bangalore
Zion - A Luxurious Hotel,"Gandhi Nagar, Bangalore","₹ 3,004",4.6,23% off,Bangalore
Purple Cloud Hotel,"Bengaluru International Airport Road, Bangalore","₹ 2,719",4.3,27% off,Bangalore
Olive Hotel Magrath by Embassy Group,"Magrath Road, Bangalore","₹ 5,571",4.3,21% off,Bangalore
Hotel Swagath,"Majestic, Bangalore","₹ 2,012",4.2,28% off,Bangalore
Nahar Heritage Hotel,"St Marks Road, Bangalore","₹ 2,197",2.5,37% off,Bangalore
Essotto Business Hotel,"Whitefield, Bangalore","₹ 1,252",2.5,68% off,Bangalore
The President Hotel,"Kumara Krupa Road, Bangalore","₹ 4,271",2.5,22% off,Bangalore
Comfy Business Hotel,"Koramangala, Bangalore","₹ 2,447",4.5,30% off,Bangalore
Olive Hotel Mg Road Dunsvirk Inn by Embassy Group,"M G Road, Bangalore","₹ 5,865",2.5,18% off,Bangalore
The Elite Royale,"Hsr Layout, Bangalore","₹ 1,723",2.5,66% off,Bangalore
Soul Nest - Pyramid Valley International Bengaluru,"Kanakapura Road, Bangalore","₹ 6,663",2.5,17% off,Bangalore
The Byke Signature,"Whitefield, Bangalore","₹ 1,796",4.7,40% off,Bangalore
Hotel ABM International,"Bapuji Nagar, Bangalore","₹ 1,351",4.0,34% off,Bangalore
VBR Grand Inn Hotel,"Gandhi Nagar, Bangalore","₹ 2,802",2.5,40% off,Bangalore
Royal Blue Meridian Inn,"Kirloskar Layout, Bangalore","₹ 1,843",4.5,47% off,Bangalore
The Royal Comfort,"Jayanagar, Bangalore","₹ 4,393",4.1,13% off,Bangalore
Parkwood Suites Kundanahalli,"Marathahalli, Bangalore","₹ 2,624",2.5,41% off,Bangalore
Hotel Fly Inn,"Airport Road, Bangalore","₹ 1,838",2.5,26% off,Bangalore
ZIPP Lite Frazer Town,"Frazer Town, Bangalore","₹ 1,547",2.5,26% off,Bangalore
Zip By Spree Hotels Brookefield,"Marathahalli, Bangalore","₹ 54,732",2.5,19% off,Bangalore
R D Hotels HSR,"Kannamangala, Bangalore","₹ 2,899",2.5,28% off,Bangalore
Starlit Suites Smondo,"Electronic City, Bangalore","₹ 4,039",4.0,35% off,Bangalore
Zip by Spree Hotels Purple Orchid,"Whitefield, Bangalore","₹ 2,053",4.6,30% off,Bangalore
Crimson Lotus,"Hebbal, Bangalore","₹ 1,883",4.2,25% off,Bangalore
Visthara Hotel,"Hebbal, Bangalore","₹ 4,391",4.4,24% off,Bangalore
Liverpool Hotel,"Outer Ring Road, Bangalore","₹ 5,255",4.5,54% off,Bangalore
"Bangalore Times by Alaya Stays, Whitefield","Brookefield, Bangalore","₹ 2,516",4.6,52% off,Bangalore
L G Residency,"Hoskote, Bangalore","₹ 1,139",4.1,24% off,Bangalore
Bisque Magaji Orchid,"Seshadripuram, Bangalore","₹ 2,050",4.0,41% off,Bangalore
Vista Suites,"Yeshwanthpur, Bangalore","₹ 3,991",4.1,38% off,Bangalore
JP Cordial,"Majestic, Bangalore","₹ 2,081",2.5,41% off,Bangalore
Le Foliage by TGI,"Jaya Nagar, Bangalore","₹ 3,224",4.3,21% off,Bangalore
La Bendicion,"Hebbal, Bangalore","₹ 1,511",2.5,44% off,Bangalore
Royal Ace Boutique Hotel - Manyata Techpark,"Manyata Tech Park, Bangalore","₹ 2,289",2.5,43% off,Bangalore
Sasthi Suites,"Yeshwanthpur, Bangalore","₹ 1,181",4.5,34% off,Bangalore
Sanctum Suites Richmond Road Bangalore,"Richmond Road, Bangalore","₹ 2,421",2.5,15% off,Bangalore
Arafa Inn,"Gandhi Nagar, Bangalore","₹ 1,934",4.1,46% off,Bangalore
Hotel Monarch International - Bannerghatta,"Bannerghatta, Bangalore","₹ 1,743",4.0,34% off,Bangalore
Hotel Vijaya Lakshmi Residency,"Yeshwanthpur, Bangalore","₹ 1,581",4.5,21% off,Bangalore
Habba Dates Villa,"Hennur, Bangalore","₹ 3,187",2.5,34% off,Bangalore
The Green Path Eco Hotel,"New Bel Road, Bangalore","₹ 2,244",4.5,32% off,Bangalore
THE LOFTS @ CENTRAL POINT,"Manyata Tech Park, Bangalore","₹ 2,757",2.5,45% off,Bangalore
Hotel Habitat Comforts,"Yeshwanthpur, Bangalore",₹ 812,4.3,46% off,Bangalore
Grand Continent Bangalore International Airport,"Devanahalli, Bangalore","₹ 2,988",2.5,37% off,Bangalore
Thyme - The Transit,"Indira Nagar, Bangalore","₹ 2,460",4.1,40% off,Bangalore
Attide Biz,"Hebbal, Bangalore","₹ 2,823",2.5,22% off,Bangalore
Hotel Royal Blooms,"Whitefield, Bangalore","₹ 1,612",4.5,30% off,Bangalore
The Signature Inn,"Majestic, Bangalore",₹ 861,2.5,41% off,Bangalore
Hotel Gwen By Rivido,"Bannerghatta Road, Bangalore","₹ 2,478",4.5,29% off,Bangalore
Olive Zip Rest House Road by Embassy Group,"Brigade Road, Bangalore","₹ 3,687",4.0,20% off,Bangalore
Olive Zip Kalyan Nagar by Embassy Group,"Kalyan Nagar, Bangalore","₹ 1,528",4.6,20% off,Bangalore
Arama Suites,"J P Nagar, Bangalore","₹ 1,648",4.1,22% off,Bangalore
Royal Lotus View Resotel,"Bengaluru International Airport Road, Bangalore","₹ 3,323",4.3,21% off,Bangalore
Hotel Avora Tree,"Devanahalli, Bangalore","₹ 2,587",4.3,26% off,Bangalore
"The Altruist Business Hotel, Whitefield","Whitefield, Bangalore","₹ 2,897",4.3,47% off,Bangalore
"MJ Avyanna Resort & Convention Centre, Bengaluru","Electronic City, Bangalore","₹ 3,538",4.5,29% off,Bangalore
Comfort Inn Insys,"Yeshwanthpur, Bangalore","₹ 6,540",4.2,42% off,Bangalore
Silicon City Hotel,"Electronic City, Bangalore","₹ 2,666",2.5,19% off,Bangalore
Hotel Golden Amulya Rest Wings,"Bengaluru International Airport Road, Bangalore","₹ 3,119",4.1,34% off,Bangalore
Melange - Opp UB City,"Ub City, Bangalore","₹ 5,343",4.3,18% off,Bangalore
Hotel Euphoria,"Bannerghatta Road, Bangalore","₹ 1,841",2.5,39% off,Bangalore
Astra Hotels & Suites - Koramangala,"Koramangala, Bangalore","₹ 1,838",2.5,62% off,Bangalore
Highgates Hotel,"Church Road, Bangalore","₹ 4,529",4.1,25% off,Bangalore
De Venetian by TGI,"Brookefield, Bangalore","₹ 2,796",4.4,31% off,Bangalore
iNest Suites,"Madiwala, Bangalore",₹ 841,2.5,38% off,Bangalore
Noor Empire International,"Koramangala, Bangalore","₹ 2,046",4.2,49% off,Bangalore
Lazdana Hotel Bangalore,"Kodihalli, Bangalore","₹ 9,577",2.5,49% off,Bangalore
Hotel Ramanashree Richmond Circle,"Sampangi Ram Nagar, Bangalore","₹ 3,700",4.1,33% off,Bangalore
SS Lumina Hotel,"Koramangala, Bangalore","₹ 3,686",4.4,26% off,Bangalore
Shivas Gateway,"Bengaluru International Airport Road, Bangalore","₹ 4,445",4.0,18% off,Bangalore
Chairmans Resort,"Hebbal, Bangalore","₹ 2,442",4.0,46% off,Bangalore
Ramee Strand Inn,"Electronic City, Bangalore","₹ 1,534",2.5,33% off,Bangalore
Quality Inn Rockwell Grand,"Bengaluru International Airport Road, Bangalore","₹ 3,859",2.5,36% off,Bangalore
Nalapad's Hotel Bangalore International,"High Grounds, Bangalore","₹ 6,500",2.5,36% off,Bangalore
Felix Inn - Manyata Tech Park,"Thanisandra, Bangalore","₹ 1,691",4.7,40% off,Bangalore
Tetrad Hotel-International Airport Road Hebbal,"Hebbal, Bangalore","₹ 2,150",2.5,28% off,Bangalore
Hotel Dasya (Formerly Nice Stay The Business Hotel),"Hebbal, Bangalore","₹ 2,537",4.6,36% off,Bangalore
Nisarga Inn Grand,"Krishnarajapuram, Bangalore","₹ 1,123",4.2,13% off,Bangalore
Rainbow Business Hotel,"Residency Road, Bangalore","₹ 1,784",4.0,22% off,Bangalore
Olive Zip Richmond Circle by Embassy Group,"Richmond Town, Bangalore","₹ 2,125",4.0,39% off,Bangalore
Abhimaani Vasathi,"Rajaji Nagar, Bangalore","₹ 1,792",4.0,49% off,Bangalore
Aaccord Suites Inn,"B T M Layout, Bangalore","₹ 2,178",4.1,22% off,Bangalore
D Breeze Suites,"Bengaluru International Airport Road, Bangalore","₹ 1,511",4.2,73% off,Bangalore
Olive Hotel Indiranagar by Embassy Group,"Indira Nagar, Bangalore","₹ 4,658",2.5,20% off,Bangalore
Hotel Empire International (Central Street),"Shivaji Nagar, Bangalore","₹ 2,117",4.4,22% off,Bangalore
SRS Elegance,"Koramangala, Bangalore","₹ 1,470",2.5,40% off,Bangalore
Hotel Sabharwal Viceroy,"Kalasipalyam, Bangalore","₹ 1,177",2.5,22% off,Bangalore
The Monarch Brigade,"Brigade Road, Bangalore","₹ 3,673",4.0,37% off,Bangalore
Silicon Hearth,"Indira Nagar, Bangalore","₹ 1,650",2.5,42% off,Bangalore
The Park Bangalore,"Ulsoor, Bangalore","₹ 13,113",4.2,36% off,Bangalore
Attide Hotel,"Yelahanka, Bangalore","₹ 4,926",4.1,18% off,Bangalore
"Fortune Select JP Cosmos, Bengaluru -  Member ITC Hotels' Group","Cunningham Road, Bangalore","₹ 10,999",2.5,18% off,Bangalore
Sai Vishram Business Hotel,"Bommasandra Industrial Area, Bangalore","₹ 5,170",4.4,18% off,Bangalore
GreenPark Bengaluru,"J P Nagar, Bangalore","₹ 9,196",4.8,16% off,Bangalore
The Monarch Luxur,"Infantry Road, Bangalore","₹ 4,483",4.1,29% off,Bangalore
"Taj Yeshwantpur, Bengaluru","Yeshwanthpur, Bangalore","₹ 16,915",2.5,29% off,Bangalore
"Hotel Royal Orchid, Bangalore","Old Airport Road, Bangalore","₹ 14,678",4.2,23% off,Bangalore
37th Crescent Hotel Bangalore,"High Grounds, Bangalore","₹ 4,357",4.2,51% off,Bangalore
Taj Bangalore,"Devanahalli, Bangalore","₹ 29,155",2.5,51% off,Bangalore
Hotel Leroy Grand,"Yeshwanthpur, Bangalore","₹ 6,761",4.6,15% off,Bangalore
Pai Comforts JP Nagar,"J P Nagar, Bangalore","₹ 2,171",4.1,25% off,Bangalore
SM Royal Suites Hotel Near Kempegowda International Airport Bangalore,"Bengaluru International Airport Road, Bangalore","₹ 1,398",4.5,36% off,Bangalore
Bloomrooms @ City Centre,"Vasanth Nagar, Bangalore","₹ 4,823",4.7,22% off,Bangalore
IV Sanctum Hotel,"Gandhi Nagar, Bangalore","₹ 2,254",4.2,32% off,Bangalore
"ITC Windsor Bengaluru, A Luxury Collection Hotel","Vasanth Nagar, Bangalore","₹ 30,750",2.5,32% off,Bangalore
X by Bloom - Hebbal,"Hbr Layout, Bangalore","₹ 2,177",4.5,22% off,Bangalore
Our Native Village Eco Resort,"Hessarghatta, Bangalore","₹ 6,900",2.5,30% off,Bangalore
Vivanta Bengaluru Residency Road,"Residency Road, Bangalore","₹ 30,600",2.5,30% off,Bangalore
Srinidhi Residency,"Old Airport Road, Bangalore","₹ 1,062",2.5,59% off,Bangalore
Veekay Regency,"Yeshwanthpur, Bangalore",₹ 587,4.1,51% off,Bangalore
The Windflower Prakruthi,"Devanahalli, Bangalore","₹ 6,231",4.0,16% off,Bangalore
Pai Viceroy Jayanagar,"Jayanagar, Bangalore","₹ 4,200",2.5,16% off,Bangalore
Citrus Classic Bengaluru,"Bellandur, Bangalore","₹ 13,934",4.3,20% off,Bangalore
HHI Select Bengaluru,"J P Nagar, Bangalore","₹ 1,867",2.5,38% off,Bangalore
Taj West End Bengaluru,"Race Course Road, Bangalore","₹ 32,300",2.5,38% off,Bangalore
Seasons Suites,"Koramangala, Bangalore","₹ 2,113",4.0,24% off,Bangalore
Ramee Guestline Hotel,"Attibele, Bangalore","₹ 6,605",4.3,34% off,Bangalore
The Park Slope Hotel,"Jayanagar, Bangalore","₹ 2,723",2.5,23% off,Bangalore
Signature Club Resort,"Devanahalli, Bangalore","₹ 27,750",4.3,38% off,Bangalore
Vajra Heritage,"Rajaji Nagar, Bangalore","₹ 1,277",4.1,42% off,Bangalore
TGI Felicity,"J P Nagar, Bangalore","₹ 2,777",4.5,32% off,Bangalore
Guhantara,"Kanakapura Road, Bangalore","₹ 3,893",2.5,29% off,Bangalore
Zenith Hotels Hebbal Bangalore,"Amruthahalli, Bangalore","₹ 6,159",4.5,23% off,Bangalore
Hotel Royal Inn,"Electronic City, Bangalore","₹ 1,553",4.5,29% off,Bangalore
RG Royal & Convention Centre,"Yeshwanthpur, Bangalore","₹ 5,581",4.3,34% off,Bangalore
Hotel Presidency-Electronic City,"Electronic City, Bangalore","₹ 2,454",2.5,34% off,Bangalore
Hotel Royal Nandanaa,"Doddaballapur, Bangalore","₹ 4,411",4.3,20% off,Bangalore
Bloom Hotel - Airport Road Bengaluru,"Airport Road, Bangalore","₹ 6,451",4.7,21% off,Bangalore
Shoba Tulip,"Hebbal, Bangalore","₹ 1,366",2.5,30% off,Bangalore
Rosewood International Hotel,"Mysore Road, Bangalore","₹ 2,651",4.1,30% off,Bangalore
Trinity suites,"Ulsoor, Bangalore","₹ 3,698",4.3,30% off,Bangalore
Hotel RK Gardenia,"Anekal, Bangalore","₹ 2,329",4.2,33% off,Bangalore
Hotel Surya dev residency,"Gandhi Nagar, Bangalore","₹ 2,982",4.4,22% off,Bangalore
"Fortune Park JP Celestial, Bengaluru - Member ITC Hotels' Group","Race Course Road, Bangalore","₹ 8,501",2.5,22% off,Bangalore
Fountain Tree By TGI,"J P Nagar, Bangalore","₹ 3,553",4.2,21% off,Bangalore
Lilac Hotel 5th Block,"Jayanagar, Bangalore","₹ 4,182",4.7,31% off,Bangalore
The Royale Senate Race Course,"Race Course Road, Bangalore","₹ 3,965",4.2,21% off,Bangalore
The Rialto Hotel,"Anand Rao Circle, Bangalore","₹ 3,124",4.2,22% off,Bangalore
Hotel Paramos Inn,"Jayanagar, Bangalore","₹ 2,292",4.4,32% off,Bangalore
Hotel Jagadish International - Sankey Road,"Sankey Road, Bangalore","₹ 3,048",4.1,20% off,Bangalore
Silicon Inn,"Bengaluru International Airport Road, Bangalore","₹ 2,517",4.4,50% off,Bangalore
Shilhaandara Resort,"Ramanagara, Bangalore","₹ 6,633",2.5,17% off,Bangalore
"Grand Regency Rajajinagar, Iskcon Temple - World Trade Centre","Rajaji Nagar, Bangalore","₹ 3,134",4.6,21% off,Bangalore
Ring View Hotels,"Hebbal, Bangalore","₹ 1,217",4.3,49% off,Bangalore
Cross Roads Inn,"J P Nagar, Bangalore","₹ 4,160",4.2,31% off,Bangalore
The Nines Business Hotel,"Mathikere, Bangalore","₹ 2,059",4.0,59% off,Bangalore
X by Bloom l Manyata,"Nagawara, Bangalore","₹ 2,956",4.4,22% off,Bangalore
Springs Hotel,"Minerva Circle, Bangalore","₹ 3,367",4.2,22% off,Bangalore
The Palladium,"Gandhi Nagar, Bangalore","₹ 3,080",4.0,23% off,Bangalore
"Hotel Presidency, Kempegowda, Bangalore Airport","Bengaluru International Airport Road, Bangalore","₹ 2,750",4.1,40% off,Bangalore
Mojatel By Icon,"Brookefield, Bangalore","₹ 2,161",4.3,36% off,Bangalore
Royal Ace Boutique Hotel,"Yelahanka, Bangalore","₹ 3,951",4.7,32% off,Bangalore
Hotel The Blackstone,"Koramangala, Bangalore","₹ 2,810",4.4,38% off,Bangalore
Lilac Hotel,"Jayanagar, Bangalore","₹ 4,954",4.5,13% off,Bangalore
IVA By SKR A Petrichor Hotel,"Electronic City, Bangalore","₹ 2,958",4.3,34% off,Bangalore
The Capitol,"Infantry Road, Bangalore","₹ 3,769",4.0,31% off,Bangalore
Royal Orchid Resort & Convention Centre,"Bengaluru International Airport Road, Bangalore","₹ 11,202",4.1,23% off,Bangalore
Hotel Geo,"Richmond Road, Bangalore","₹ 2,197",4.0,37% off,Bangalore
Ramada by Wyndham Bengaluru Yelahanka,"Yelahanka, Bangalore","₹ 6,829",4.3,22% off,Bangalore
Arna Hotel,"Bengaluru International Airport Road, Bangalore","₹ 1,991",4.2,40% off,Bangalore
Astra Hotel Whitefield,"Whitefield, Bangalore","₹ 1,758",4.4,22% off,Bangalore
KR inn,"Krishnarajapuram, Bangalore","₹ 2,698",4.0,33% off,Bangalore
Shivas Galaxy,"Bengaluru International Airport Road, Bangalore","₹ 5,608",4.1,28% off,Bangalore
"Clarks Inn, Airport Bangalore","Airport Road, Bangalore","₹ 3,426",4.4,31% off,Bangalore
Casa Cottage,"Richmond Road, Bangalore","₹ 4,063",4.3,19% off,Bangalore
Angsana Oasis Spa & Resort,"Doddaballapur Main Road, Bangalore","₹ 10,390",4.2,10% off,Bangalore
ICON Suites By Bhagini,"Marathahalli, Bangalore","₹ 2,004",2.5,47% off,Bangalore
Icon Business Hotel by Bhagini,"Kundanhalli, Bangalore","₹ 3,254",4.0,39% off,Bangalore
Bangalore Gate Hotel & Conferences,"Chickpete, Bangalore","₹ 3,422",4.3,21% off,Bangalore
La Sara Grand,"Koramangala, Bangalore","₹ 3,604",4.1,32% off,Bangalore
Conrad,"Ulsoor, Bangalore","₹ 39,500",2.5,32% off,Bangalore
SFO HOTEL AND SUITES,"Jayanagar, Bangalore","₹ 3,895",4.2,27% off,Bangalore
Treebo Elite 7,"Koramangala, Bangalore","₹ 1,629",4.8,69% off,Bangalore
"Treebo Premium Runway Suites, Marathahalli","Marathahalli, Bangalore","₹ 1,429",4.2,69% off,Bangalore
Vanusa Residency,"Gandhi Nagar, Bangalore","₹ 1,908",4.8,38% off,Bangalore
Hotel Paraag,"Raj Bhavan Road, Bangalore","₹ 2,139",2.5,23% off,Bangalore
Eagleton (The Golf Resort),"Mysore Road, Bangalore","₹ 4,497",4.1,37% off,Bangalore
Tristar Service Apartments,"Indira Nagar, Bangalore","₹ 3,700",4.2,26% off,Bangalore
Compact Tea Square,"Bellandur, Bangalore","₹ 2,433",4.1,32% off,Bangalore
Grand Bee Hotel,"Yeshwanthpur, Bangalore","₹ 4,770",2.5,63% off,Bangalore
V One Hotel - Ambara Elite,"Yeshwanthpur, Bangalore","₹ 2,516",4.2,61% off,Bangalore
Ankit Vista Green Village,"Outskirts, Bangalore","₹ 2,453",4.1,39% off,Bangalore
Clarion Hotel Bangalore,"Bengaluru International Airport Road, Bangalore","₹ 5,794",4.5,36% off,Bangalore
Hotel Empire International (Church Street),"M G Road, Bangalore","₹ 2,968",4.1,20% off,Bangalore
"Treebo Sahara Suites, 750 Mts From St. John's Medical College And Hospital","Madiwala, Bangalore","₹ 2,253",4.5,65% off,Bangalore
Sanctum Suites Whitefield Bangalore,"Whitefield, Bangalore","₹ 1,386",4.0,16% off,Bangalore
Hotel Tulip Bangalore,"Sankey Road, Bangalore","₹ 4,885",4.1,39% off,Bangalore
Classio inn Hotel - Near International Airport Terminal 1 and 2,"Airport Road, Bangalore","₹ 1,564",4.3,37% off,Bangalore
The Luxant Hotels,"Gandhi Nagar, Bangalore","₹ 5,096",2.5,15% off,Bangalore
Sanctum Suites BEL Road Bangalore,"Hebbal, Bangalore","₹ 3,100",4.0,13% off,Bangalore
Sanctum Suites Indiranagar Bangalore,"Indira Nagar, Bangalore","₹ 3,611",4.1,16% off,Bangalore
Click Hotel Bangalore International Airport,"Bengaluru International Airport Road, Bangalore","₹ 3,082",4.4,35% off,Bangalore
Veerdency Resort,"Bengaluru International Airport Road, Bangalore","₹ 4,240",2.5,39% off,Bangalore
Sanctum Suites Domlur Bangalore,"Domlur, Bangalore","₹ 3,472",4.2,14% off,Bangalore
La Sara Regent,"Koramangala, Bangalore","₹ 3,307",4.2,36% off,Bangalore
Hotel Scarlet,"Marathahalli, Bangalore","₹ 2,047",4.0,38% off,Bangalore
"St. Mark's Hotel Bengaluru , A Member of Radisson Individuals","St Marks Road, Bangalore","₹ 16,000",2.5,38% off,Bangalore
"Treebo Greenwood Premier Suites, Old Airport Road","Hal 2nd Stage, Bangalore","₹ 1,502",4.4,65% off,Bangalore
La Sara Pride,"Hebbal, Bangalore","₹ 2,539",4.0,34% off,Bangalore
Radisson Blu Atria Bengaluru,"Race Course Road, Bangalore","₹ 18,000",2.5,34% off,Bangalore
Treebo Raj Elegance Manyata Tech Park,"Nagawara, Bangalore","₹ 1,721",4.5,66% off,Bangalore
Treebo Purple Orchid Boutique,"Koramangala, Bangalore","₹ 2,242",4.4,65% off,Bangalore
Caramel Hotels,"Yeshwanthpur, Bangalore","₹ 2,025",4.0,53% off,Bangalore
"Treebo YC Grand Boutique, Electronic City","Electronic City, Bangalore","₹ 2,041",4.5,65% off,Bangalore
Hotel Verdisso,"Marathahalli, Bangalore","₹ 1,480",4.4,67% off,Bangalore
Treebo Worldtree Manyata Thanisandra,"Thanisandra, Bangalore","₹ 1,398",4.1,68% off,Bangalore
Treebo Sai Suites Inn Nagavara,"Nagawara, Bangalore","₹ 1,587",4.5,63% off,Bangalore
"La Marvella, Bengaluru","Jayanagar, Bangalore","₹ 11,811",4.3,17% off,Bangalore
Hotel Galaxy Suites Hebbal,"Kempapura, Bangalore","₹ 1,005",4.3,72% off,Bangalore
Y N Hotels,"Krishnarajapuram, Bangalore","₹ 1,599",4.1,41% off,Bangalore
Regenta INN Grand Koramangala,"Koramangala, Bangalore","₹ 4,719",4.5,21% off,Bangalore
Fantasy Golf Resort,"Bengaluru International Airport Road, Bangalore","₹ 4,807",4.1,13% off,Bangalore
Magic Inn,"Mahadevapura Post, Bangalore","₹ 2,185",2.5,13% off,Bangalore
Radisson Bengaluru City Center,"Ulsoor, Bangalore","₹ 26,000",2.5,13% off,Bangalore
Pride Premier Bengaluru,"Richmond Road, Bangalore","₹ 6,099",4.1,20% off,Bangalore
The Leela Palace Bangalore,"Old Airport Road, Bangalore","₹ 40,400",2.5,20% off,Bangalore
