Hotel Name,Location,Price,Rating,Discount Percentage,City,Price_Category,Price_Band
The Beaufort Inn,"Jangpura, New Delhi",3499,2.5,30,Delhi,Mid-range,2K-5K
Saltstayz Select - Pitampura,"Pitampura, New Delhi",6594,2.5,43,Delhi,Luxury,5K-10K
Super Hotel O Rangpuri Mahipalpur,New Delhi,1226,2.5,20,Delhi,Budget,0-2K
Hotel O Paharganj Near Railway Station Formerly Chand Palace,New Delhi,1531,2.5,16,Delhi,Budget,0-2K
Super Townhouse Pitampura West Enclave,New Delhi,3191,4.1,13,Delhi,Mid-range,2K-5K
Super Hotel O Rohini Sector 24,"North Delhi, New Delhi",1554,2.5,15,Delhi,Budget,0-2K
FabHotel Lord Inn,"Cr Park, New Delhi",4916,2.5,13,Delhi,Mid-range,2K-5K
Treebo Paras International,"Karol Bagh, New Delhi",2597,4.2,65,Delhi,Mid-range,2K-5K
The Orion - Greater Kailash,"Greater Kailash, New Delhi",5110,2.5,49,Delhi,Luxury,5K-10K
OPO Hotel Dior,"Mahipalpur, New Delhi",1818,2.5,43,Delhi,Budget,0-2K
The Oberoi New Delhi,"Connaught Place, New Delhi",32000,2.5,43,Delhi,Luxury,10K+
Hotel Ivory 32,"Greater Kailash, New Delhi",2731,4,58,Delhi,Mid-range,2K-5K
Treebo Elegant Palace,New Delhi,1448,2.5,71,Delhi,Budget,0-2K
Super Hotel O Fazalpur,New Delhi,1198,2.5,13,Delhi,Budget,0-2K
Super Hotel O Dwarka Metro,New Delhi,1508,2.5,14,Delhi,Budget,0-2K
Collection O Tilak Nagar Near Pacific Mall,New Delhi,1413,2.5,15,Delhi,Budget,0-2K
Super Townhouse South Delhi,New Delhi,2951,2.5,13,Delhi,Mid-range,2K-5K
Super Collection O Nirman Vihar,"Anand Vihar Delhi, New Delhi",2034,2.5,14,Delhi,Mid-range,2K-5K
Townhouse Chhatarpur Near Metro Park,New Delhi,1815,2.5,15,Delhi,Budget,0-2K
Palette by CheckIn Royal Retreat Delhi Formerly Imperial Villas,New Delhi,3251,2.5,17,Delhi,Mid-range,2K-5K
Townhouse Airport Road Delhi,New Delhi,1726,2.5,14,Delhi,Budget,0-2K
Collection O Mahipalpur near Airport formerly Jindal Palace,New Delhi,1697,2.5,17,Delhi,Budget,0-2K
Super Collection O Shalimar Bagh,"North Delhi, New Delhi",1450,2.5,16,Delhi,Budget,0-2K
Super Townhouse Rohini Sector 24 formerly Blue Saffron,"Pitampura, New Delhi",1657,2.5,17,Delhi,Budget,0-2K
Treebo The Kings Plaza,"Naraina Vihar, New Delhi",1736,4.7,70,Delhi,Budget,0-2K
Treebo Rockwell Plaza,"Karol Bagh, New Delhi",2228,4.1,63,Delhi,Mid-range,2K-5K
Indus Biznotel,"Greater Kailash, New Delhi",6350,4.3,15,Delhi,Luxury,5K-10K
Jrd Luxury - Business Hotel,"Safdurjung, New Delhi",4400,2.5,15,Delhi,Mid-range,2K-5K
Hotel Eternity,"Rajouri Garden, New Delhi",4858,4.1,27,Delhi,Mid-range,2K-5K
Hotel Banz,"Mahipalpur Extension, New Delhi",1836,4,69,Delhi,Budget,0-2K
Bloom Boutique - GK-1,"Greater Kailash, New Delhi",9348,4.5,23,Delhi,Luxury,5K-10K
Gold The Royal With Luxurious Rooftop Restaurant,"Paharganj, New Delhi",10065,2.5,23,Delhi,Luxury,10K+
OPO Hotel Alpino,"Mahipalpur, New Delhi",4031,2.5,78,Delhi,Mid-range,2K-5K
OPO The Royal Residency,"Mahipalpur, New Delhi",11018,2.5,53,Delhi,Luxury,10K+
OPO Premier GK2,"Greater Kailash, New Delhi",6058,2.5,35,Delhi,Luxury,5K-10K
HOTEL WTI AIRPORT,"Mahipalpur, New Delhi",2280,2.5,24,Delhi,Mid-range,2K-5K
The Imperial New Delhi,"Connaught Place, New Delhi",43726,4.7,18,Delhi,Luxury,10K+
Lemon Tree Hotel Delhi Airport,"Aerocity, New Delhi",19355,2.5,18,Delhi,Luxury,10K+
"Red Fox by Lemon Tree Hotels, East Delhi","Mayur Vihar, New Delhi",4823,2.5,23,Delhi,Mid-range,2K-5K
"Lemon Tree Hotel, East Delhi Mall, Kaushambi","Mayur Vihar, New Delhi",9600,4.1,20,Delhi,Luxury,5K-10K
Hotel Anand Lok Inn,"Mahipalpur, New Delhi",3126,4.1,70,Delhi,Mid-range,2K-5K
Hotel Le Premier,"Mahipalpur, New Delhi",3876,2.5,41,Delhi,Mid-range,2K-5K
BedChambers Saket,New Delhi,3279,2.5,60,Delhi,Mid-range,2K-5K
BedChambers Serviced Apartments South Extension,New Delhi,9538,2.5,59,Delhi,Luxury,5K-10K
Townhouse Karol Bagh Formerly Hotel Unistar,New Delhi,3527,2.5,20,Delhi,Mid-range,2K-5K
Super Hotel O Sector 25 Near Iskcon Temple Formerly Hotel Amazing House,New Delhi,2668,2.5,19,Delhi,Mid-range,2K-5K
Super Hotel O DTU Main Gate Delhi,New Delhi,923,2.5,13,Delhi,Budget,0-2K
Super Hotel O Burari New Delhi,New Delhi,1184,2.5,18,Delhi,Budget,0-2K
Super Hotel O Alipur Narela,New Delhi,1661,2.5,19,Delhi,Budget,0-2K
Townhouse Patparganj Near Max Super Speciality Hospital,New Delhi,2087,2.5,13,Delhi,Mid-range,2K-5K
StayVista - Palash Van - Faridabad,New Delhi,20130,2.5,34,Delhi,Luxury,10K+
StayVista - Aarna Estate,New Delhi,27031,2.5,44,Delhi,Luxury,10K+
Alaya Stays Daffodil,"New Delhi, New Delhi",10119,2.5,57,Delhi,Luxury,10K+
Super Collection O Palam Near Railway Station,New Delhi,1544,2.5,18,Delhi,Budget,0-2K
Townhouse Rohini Sector 18 formerly known as Relic Stay,New Delhi,2071,2.5,18,Delhi,Mid-range,2K-5K
The Sandalwood by Manvenco Hospitality,"Kapashera, New Delhi",2492,2.5,75,Delhi,Mid-range,2K-5K
Treebo Marigold,New Delhi,2336,2.5,66,Delhi,Mid-range,2K-5K
FabHotel Royal Touch,New Delhi,3412,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Blue Moon Home Stay,New Delhi,5754,2.5,13,Delhi,Luxury,5K-10K
FabExpress PP Residency,New Delhi,4831,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Fortune City,New Delhi,2667,2.5,13,Delhi,Mid-range,2K-5K
FabHotel F9 NSP,New Delhi,4262,2.5,13,Delhi,Mid-range,2K-5K
FabExpress JPM Harshdeep,New Delhi,4104,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Airport Avalon,New Delhi,3898,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Royal Galaxy I,New Delhi,5329,2.5,13,Delhi,Luxury,5K-10K
FabExpress Kapashera Residency,New Delhi,2985,2.5,13,Delhi,Mid-range,2K-5K
FabExpress Goodwill Homes,New Delhi,5331,2.5,13,Delhi,Luxury,5K-10K
FabExpress Novel Suites,New Delhi,3750,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Heaven In,New Delhi,8258,2.5,14,Delhi,Luxury,5K-10K
FabHotel F9 NFC,New Delhi,4719,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Grand Boutique,New Delhi,3694,2.5,13,Delhi,Mid-range,2K-5K
FabHotel La Paz Stay B&B,New Delhi,7053,2.5,14,Delhi,Luxury,5K-10K
FabExpressLeContinental,"Paharganj, New Delhi",3680,2.5,13,Delhi,Mid-range,2K-5K
Fab Hotel White Klove,"Paharganj, New Delhi",12858,2.5,14,Delhi,Luxury,10K+
FabHotel The Chaitanyas,New Delhi,5737,2.5,13,Delhi,Luxury,5K-10K
FabHotel Llyod Residency,"Kalkaji, New Delhi",3598,2.5,13,Delhi,Mid-range,2K-5K
FabExpress Gross inn Suites,New Delhi,2206,2.5,13,Delhi,Mid-range,2K-5K
FabHotel Majestic JPM I,"East Of Kailash, New Delhi",7317,2.5,14,Delhi,Luxury,5K-10K
FabHotel Comfort Home Stay,"Lajpat Nagar, New Delhi",6146,2.5,13,Delhi,Luxury,5K-10K
Treebo C T International,"Karol Bagh, New Delhi",2474,2.5,65,Delhi,Mid-range,2K-5K
Orana Hotels and Resorts,"Mahipalpur, New Delhi",8425,2.5,16,Delhi,Luxury,5K-10K
Shanti Home,"Janakpuri, New Delhi",44000,4.1,12,Delhi,Luxury,10K+
The Ashtan Sarovar Portico - A Sarovar Hotel,"Green Park, New Delhi",15499,2.5,12,Delhi,Luxury,10K+
Maplewood Stay,"South Delhi, New Delhi",2368,4.4,41,Delhi,Mid-range,2K-5K
Bloomrooms @ Link Road,"Jangpura, New Delhi",8480,4.4,24,Delhi,Luxury,5K-10K
Hotel Le ROI Express@Karol Bagh,"Karol Bagh, New Delhi",3356,2.5,33,Delhi,Mid-range,2K-5K
FabHotel Aries Delhi Airport,"Mahipalpur, New Delhi",5549,4.2,22,Delhi,Luxury,5K-10K
FabHotel F9 Pitampura Inn,New Delhi,2461,2.5,13,Delhi,Mid-range,2K-5K
Bloom Boutique - Connaught Place Area,"Connaught Place, New Delhi",17978,4.5,11,Delhi,Luxury,10K+
Treebo Stellar Inn,"Rohini Sec-6, New Delhi",2473,2.5,64,Delhi,Mid-range,2K-5K
Treebo MVM Residency,"Rohini, New Delhi",2974,4.6,64,Delhi,Mid-range,2K-5K
Treebo Gemstone,New Delhi,2346,2.5,69,Delhi,Mid-range,2K-5K
JW Marriott Hotel New Delhi Aerocity,"Aerocity, New Delhi",34000,2.5,69,Delhi,Luxury,10K+
"Four Points by Sheraton New Delhi, Airport Highway","Samalkha, New Delhi",11500,2.5,69,Delhi,Luxury,10K+
Hilton Garden Inn Saket New Delhi,"Saket, New Delhi",14500,2.5,69,Delhi,Luxury,10K+
Lloyd Residency,"Kalkaji, New Delhi",3014,2.5,33,Delhi,Mid-range,2K-5K
Jyoti Mahal A Heritage Hotel,"Paharganj, New Delhi",3155,2.5,76,Delhi,Mid-range,2K-5K
Holiday Inn Mayur Vihar,"Mayur Vihar, New Delhi",21499,2.5,76,Delhi,Luxury,10K+
Crowne Plaza - Rohini,"Rohini, New Delhi",23118,2.5,76,Delhi,Luxury,10K+
Andaz Delhi - A concept by Hyatt,"Aerocity, New Delhi",27000,2.5,76,Delhi,Luxury,10K+
Crowne Plaza New Delhi Mayur Vihar Noida,"Mayur Vihar, New Delhi",30500,2.5,76,Delhi,Luxury,10K+
Aloft New Delhi Aerocity,"Aerocity, New Delhi",17000,2.5,76,Delhi,Luxury,10K+
Holiday Inn New Delhi Int'l Airport,"Aerocity, New Delhi",24814,2.5,76,Delhi,Luxury,10K+
Amara Hotel,"Greater Kailash, New Delhi",2999,2.5,45,Delhi,Mid-range,2K-5K
Solitaire Hotel,"Patparganj, New Delhi",1955,2.5,27,Delhi,Budget,0-2K
Crowne Plaza New Delhi Okhla,"Okhla, New Delhi",23234,2.5,27,Delhi,Luxury,10K+
The Gold Inn Paharganj,"Paharganj, New Delhi",1861,2.5,53,Delhi,Budget,0-2K
Hyatt Regency Delhi,"Ramakrishna Puram, New Delhi",22000,2.5,53,Delhi,Luxury,10K+
Shangri-La's Eros Hotel,"Connaught Place, New Delhi",25000,2.5,53,Delhi,Luxury,10K+
Pullman New Delhi Aerocity - An AccorHotels Brand,"Aerocity, New Delhi",34600,2.5,53,Delhi,Luxury,10K+
Hotel Cabana,"Paharganj, New Delhi",2981,2.5,22,Delhi,Mid-range,2K-5K
Hotel Krishna,"Paharganj, New Delhi",2400,2.5,66,Delhi,Mid-range,2K-5K
Airport Hotel Grand,"Mahipalpur, New Delhi",1721,2.5,65,Delhi,Budget,0-2K
Solo Victoria Hotel,"Greater Kailash, New Delhi",3727,4.1,17,Delhi,Mid-range,2K-5K
Hyatt Centric Janakpuri New Delhi,"Janakpuri, New Delhi",26000,2.5,17,Delhi,Luxury,10K+
Samrat Inn,"Vivek Vihar, New Delhi",1661,2.5,53,Delhi,Budget,0-2K
Hotel Saptagiri,"Mahipalpur, New Delhi",2570,2.5,27,Delhi,Mid-range,2K-5K
Hotel Sita International,"Paharganj, New Delhi",1670,2.5,76,Delhi,Budget,0-2K
Hotel Pink City,"New Delhi Railway Station, New Delhi",1975,4.2,34,Delhi,Budget,0-2K
Le Meridien New Delhi,"Connaught Place, New Delhi",31000,2.5,34,Delhi,Luxury,10K+
Jrd Exotica - Business Hotel,"Safdurjung, New Delhi",6443,2.5,34,Delhi,Luxury,5K-10K
Hotel Sun International,"Arakashan Road, New Delhi",1899,2.5,62,Delhi,Budget,0-2K
Hotel Aerocity Purple Orchid,"Rangpuri, New Delhi",1413,4.3,43,Delhi,Budget,0-2K
Green Lotus Residency,"Dwarka, New Delhi",9614,2.5,36,Delhi,Luxury,5K-10K
The Exotica Grand,"Patel Nagar, New Delhi",6277,4,37,Delhi,Luxury,5K-10K
Hotel Nirmal Mahal,"Paharganj, New Delhi",1001,2.5,65,Delhi,Budget,0-2K
Hotel All iz Well,"Paharganj, New Delhi",1359,2.5,62,Delhi,Budget,0-2K
Casa Royal,"Chittaranjan Park, New Delhi",2163,2.5,30,Delhi,Mid-range,2K-5K
Amar Inn,"Lajpat Nagar, New Delhi",2561,4.3,60,Delhi,Mid-range,2K-5K
Hotel Bright,"Connaught Place, New Delhi",5868,4,43,Delhi,Luxury,5K-10K
Hotel Aeroporto,"Mahipalpur Extension, New Delhi",1384,2.5,54,Delhi,Budget,0-2K
Hotel Sunstar Residency,"Karol Bagh, New Delhi",2363,2.5,54,Delhi,Mid-range,2K-5K
Hotel Star Palace Paharganj,"Paharganj, New Delhi",1145,2.5,48,Delhi,Budget,0-2K
The Grand Orion - Kailash Colony,"Kailash Colony, New Delhi",5972,4.3,60,Delhi,Luxury,5K-10K
"Hotel Waves, Delhi Airport","Mahipalpur, New Delhi",3027,2.5,39,Delhi,Mid-range,2K-5K
Hotel Paradise Inn,"Karol Bagh, New Delhi",2343,4.4,55,Delhi,Mid-range,2K-5K
Hotel Krishna Plaza,"Paharganj, New Delhi",2433,4.3,81,Delhi,Mid-range,2K-5K
Lloyd House,"Kalkaji, New Delhi",1417,2.5,29,Delhi,Budget,0-2K
Hotel New Delhi International,"Yusuf Sarai, New Delhi",2669,2.5,51,Delhi,Mid-range,2K-5K
Hotel Kastor International,"Chittaranjan Park, New Delhi",2574,2.5,43,Delhi,Mid-range,2K-5K
Hotel ARK Of Avalon,"Mahipalpur - Delhi Airport, New Delhi",2353,2.5,22,Delhi,Mid-range,2K-5K
Red Maple Bed and Breakfast,"South Extension, New Delhi",3719,4.1,47,Delhi,Mid-range,2K-5K
Runway Residency,"Pitampura, New Delhi",1808,2.5,54,Delhi,Budget,0-2K
Hotel Baba Dx,"Paharganj, New Delhi",1981,2.5,55,Delhi,Budget,0-2K
Airport Hotel Delhi Aerocity,"Mahipalpur, New Delhi",1814,4.1,67,Delhi,Budget,0-2K
Hotel High 5 Land,"Karol Bagh, New Delhi",2086,4,58,Delhi,Mid-range,2K-5K
Kings Inn,"Karol Bagh, New Delhi",1996,2.5,62,Delhi,Budget,0-2K
Hotel Shipra International,"Paharganj, New Delhi",3236,2.5,54,Delhi,Mid-range,2K-5K
Hotel Romavilla,"Paharganj, New Delhi",7192,2.5,28,Delhi,Luxury,5K-10K
Hotel Good Times,"Karol Bagh, New Delhi",2442,2.5,48,Delhi,Mid-range,2K-5K
Hotel Dreamland Dx,"Paharganj, New Delhi",991,4.3,75,Delhi,Budget,0-2K
Hotel Dream Palace Paharganj,"Paharganj, New Delhi",1177,2.5,22,Delhi,Budget,0-2K
Hotel Castle Blue,"Mahipalpur, New Delhi",88999,2.5,11,Delhi,Luxury,10K+
Hotel Bonlon Inn,"Karol Bagh, New Delhi",1994,2.5,78,Delhi,Budget,0-2K
Goodwill Hotel,"Greater Kailash, New Delhi",4446,4,39,Delhi,Mid-range,2K-5K
Cottage Ganga Inn,"Paharganj, New Delhi",1084,4,61,Delhi,Budget,0-2K
Airport Inn,"Mahipalpur, New Delhi",989,2.5,76,Delhi,Budget,0-2K
Hotel Aura,"Paharganj, New Delhi",5168,2.5,22,Delhi,Luxury,5K-10K
Hotel Su Shree Continental,"Paharganj, New Delhi",2399,4.3,70,Delhi,Mid-range,2K-5K
Hotel Royal Grand,"Patel Nagar, New Delhi",2392,2.5,66,Delhi,Mid-range,2K-5K
Hotel Persona International,"Karol Bagh, New Delhi",2208,2.5,58,Delhi,Mid-range,2K-5K
Hotel Delhi Aerocity,"Rangpuri, New Delhi",1698,4.1,68,Delhi,Budget,0-2K
Armani Morden Rooms @ Delhi Airport,"Mahipalpur, New Delhi",2077,4.2,67,Delhi,Mid-range,2K-5K
Swathi Hotel,New Delhi,6212,2.5,17,Delhi,Luxury,5K-10K
Hotel Saina International,"Paharganj, New Delhi",2808,2.5,60,Delhi,Mid-range,2K-5K
The Estate,"Sultanpur, New Delhi",4769,4.2,27,Delhi,Mid-range,2K-5K
Hotel Blue Bell,"Karol Bagh, New Delhi",2829,2.5,22,Delhi,Mid-range,2K-5K
Hotel Surya International,"Karol Bagh, New Delhi",3798,2.5,16,Delhi,Mid-range,2K-5K
Hotel Singh Palace,"Karol Bagh, New Delhi",4718,2.5,21,Delhi,Mid-range,2K-5K
The Ocean Pearl,"Chattarpur, New Delhi",4373,4.2,27,Delhi,Mid-range,2K-5K
Aman International-A New Unit of Aman Continental,"Paharganj, New Delhi",2241,2.5,67,Delhi,Mid-range,2K-5K
Romanzza Inn,"Karol Bagh, New Delhi",13659,2.5,24,Delhi,Luxury,10K+
Hotel Star View,"Paharganj, New Delhi",2047,2.5,24,Delhi,Mid-range,2K-5K
Vishal Hotel,"Paharganj, New Delhi",733,2.5,33,Delhi,Budget,0-2K
"Hotel Tjs Royale, Karol Bagh","Karol Bagh, New Delhi",1463,2.5,53,Delhi,Budget,0-2K
The Krishna Inn,"Nizamuddin, New Delhi",3982,2.5,41,Delhi,Mid-range,2K-5K
Vanson Villa,"Paharganj, New Delhi",11891,2.5,35,Delhi,Luxury,10K+
Hotel Pablas International,"Karol Bagh, New Delhi",1951,2.5,61,Delhi,Budget,0-2K
Hotel C Park Inn,"Karol Bagh, New Delhi",2270,4.2,65,Delhi,Mid-range,2K-5K
Hotel Karat 87 Inn,"Karol Bagh, New Delhi",9629,2.5,65,Delhi,Luxury,5K-10K
Hotel Olive Delhi,"Mahipalpur, New Delhi",3800,2.5,65,Delhi,Mid-range,2K-5K
Hotel Grand Plaza NEW DELHI,"Paharganj, New Delhi",5126,2.5,21,Delhi,Luxury,5K-10K
Hotel Dips Galaxy,"Mahipalpur, New Delhi",7149,2.5,24,Delhi,Luxury,5K-10K
Golden Palm Suites,"Dwarka, New Delhi",2056,2.5,21,Delhi,Mid-range,2K-5K
Hotel Monarch,"Mahipalpur, New Delhi",5310,2.5,21,Delhi,Luxury,5K-10K
Hotel Red Castle,"Karol Bagh, New Delhi",4267,4.2,67,Delhi,Mid-range,2K-5K
Royal Residency,"Karol Bagh, New Delhi",1751,2.5,67,Delhi,Budget,0-2K
Hotel Star Paradise,"Paharganj, New Delhi",1880,2.5,13,Delhi,Budget,0-2K
Asar CP Outer Circle by Orion Hotels,"Connaught Place, New Delhi",8214,2.5,50,Delhi,Luxury,5K-10K
Kuldeep Guest House,"Paharganj, New Delhi",2000,2.5,50,Delhi,Budget,0-2K
Hotel SPB 87,"Karol Bagh, New Delhi",4038,2.5,63,Delhi,Mid-range,2K-5K
Hotel Centrum,"Okhla, New Delhi",1961,4,62,Delhi,Budget,0-2K
Trendy B N B,"Chattarpur, New Delhi",5860,2.5,62,Delhi,Luxury,5K-10K
Richmond Inn Guest House,"Paharganj, New Delhi",8392,2.5,62,Delhi,Luxury,5K-10K
Holiday Homestay,"Lajpat Nagar, New Delhi",6334,4.1,13,Delhi,Luxury,5K-10K
Hotel Kabana,"Karol Bagh, New Delhi",17168,2.5,14,Delhi,Luxury,10K+
Gold Star Inn,"Paharganj, New Delhi",2708,2.5,22,Delhi,Mid-range,2K-5K
Airport Hotel The Paramont,"Mahipalpur, New Delhi",1024,2.5,71,Delhi,Budget,0-2K
Hotel Garden View,"Karol Bagh, New Delhi",3507,2.5,65,Delhi,Mid-range,2K-5K
Hotel Saya Deluxe @ New Delhi Railway Station,"Paharganj, New Delhi",8071,2.5,19,Delhi,Luxury,5K-10K
Relax Inn,"Patel Nagar, New Delhi",44000,2.5,12,Delhi,Luxury,10K+
Hotel Amaltas International,"Green Park, New Delhi",3884,2.5,40,Delhi,Mid-range,2K-5K
Southern Regency,"Karol Bagh, New Delhi",2564,4.1,20,Delhi,Mid-range,2K-5K
Hotel Ridge Maidens,"Karol Bagh, New Delhi",2279,2.5,16,Delhi,Mid-range,2K-5K
Star Inn,"Lajpat Nagar, New Delhi",5259,2.5,16,Delhi,Luxury,5K-10K
Bawa Home-home stay,"Greater Kailash, New Delhi",9614,2.5,14,Delhi,Luxury,5K-10K
"Hotel The Class, Delhi Airport","Mahipalpur, New Delhi",3538,2.5,21,Delhi,Mid-range,2K-5K
Hotel Akash Continental Dx.,"Paharganj, New Delhi",4970,2.5,17,Delhi,Mid-range,2K-5K
Hotel Glow Inn,"Paharganj, New Delhi",903,2.5,61,Delhi,Budget,0-2K
BnB New Delhi Home Stay,"New Friends Colony, New Delhi",6188,2.5,13,Delhi,Luxury,5K-10K
Zara Grand Green Park,"Green Park, New Delhi",2890,2.5,28,Delhi,Mid-range,2K-5K
Sabharwal Homestay Bed & Breakfast,"Lajpat Nagar, New Delhi",6524,2.5,13,Delhi,Luxury,5K-10K
Hotel Kochar International,"Karol Bagh, New Delhi",6339,2.5,21,Delhi,Luxury,5K-10K
Al-Hyat Guest House,"Chandni Chowk, New Delhi",4624,2.5,13,Delhi,Mid-range,2K-5K
Boom Rooms,"Paharganj, New Delhi",1309,2.5,13,Delhi,Budget,0-2K
Sun Villa,"Lajpat Nagar, New Delhi",5776,2.5,13,Delhi,Luxury,5K-10K
Shaunak Hospitality Service Apartment,"Nehru Place, New Delhi",5160,2.5,13,Delhi,Luxury,5K-10K
Nimantran Homestay,"Vasant Kunj, New Delhi",5997,2.5,13,Delhi,Luxury,5K-10K
Manisha Enterprises,"Safdurjung, New Delhi",10175,5,14,Delhi,Luxury,10K+
HOMESTAY 3,New Delhi,6171,4.1,13,Delhi,Luxury,5K-10K
Grand Sunset Condos - Deluxe Room,"Pitampura, New Delhi",5321,2.5,13,Delhi,Luxury,5K-10K
Dualat Ram House,"Connaught Place, New Delhi",5211,2.5,13,Delhi,Luxury,5K-10K
Dhirti Kunja A Bengali Guest House-4,New Delhi,6248,2.5,13,Delhi,Luxury,5K-10K
"Deluxe Double Room with DD, Kitchen & Free Wifi","Shahdara, New Delhi",6381,4.2,13,Delhi,Luxury,5K-10K
Chawla Homestay,"Pitampura, New Delhi",5200,2.5,13,Delhi,Luxury,5K-10K
Anikas's Nest Delhi,"New Friends Colony, New Delhi",5280,2.5,13,Delhi,Luxury,5K-10K
Anara Villa Service Apartments- Sainik Farms,New Delhi,5882,2.5,13,Delhi,Luxury,5K-10K
Hotel Vardhman Inn,"Karol Bagh, New Delhi",1940,2.5,13,Delhi,Budget,0-2K
Shyam Guest House,New Delhi,4680,2.5,13,Delhi,Mid-range,2K-5K
Revels Plum,"Paharganj, New Delhi",3925,2.5,21,Delhi,Mid-range,2K-5K
Hotel Twenty Twenty International,"Paharganj, New Delhi",4250,2.5,21,Delhi,Mid-range,2K-5K
Hotel Tushar Continental,"Paharganj, New Delhi",3000,2.5,21,Delhi,Mid-range,2K-5K
Hotel Sirswal View,"Paharganj, New Delhi",3809,2.5,21,Delhi,Mid-range,2K-5K
Hotel Opera,New Delhi,2036,2.5,41,Delhi,Mid-range,2K-5K
Hotel Krishna cottage,"Paharganj, New Delhi",4748,2.5,21,Delhi,Mid-range,2K-5K
Hotel Crystal Deluxe,"Paharganj, New Delhi",2301,2.5,21,Delhi,Mid-range,2K-5K
Hotel Ambience,"Paharganj, New Delhi",3000,2.5,21,Delhi,Mid-range,2K-5K
Hotel Airport Land,"Mahipalpur, New Delhi",4500,2.5,21,Delhi,Mid-range,2K-5K
Apartment Buddha,"Lajpat Nagar, New Delhi",4403,2.5,21,Delhi,Mid-range,2K-5K
Hotel Tourist Lodge,"Paharganj, New Delhi",2768,2.5,21,Delhi,Mid-range,2K-5K
Yana's   B & B,New Delhi,6459,4.5,14,Delhi,Luxury,5K-10K
The Royale Stay,"Rajouri Garden, New Delhi",6328,2.5,17,Delhi,Luxury,5K-10K
The Crown,"Jasola, New Delhi",6553,4.1,14,Delhi,Luxury,5K-10K
Tanish Regency,"Dwarka, New Delhi",4299,2.5,14,Delhi,Mid-range,2K-5K
Sonic Inn,New Delhi,6147,2.5,12,Delhi,Luxury,5K-10K
Nineteen Inn,"Safdurjung, New Delhi",3267,2.5,18,Delhi,Mid-range,2K-5K
Nikunj The Familiar Home,"Vasant Kunj, New Delhi",6254,2.5,13,Delhi,Luxury,5K-10K
Neo Zone guest house & Service Apartments,"Rajouri Garden, New Delhi",6479,4.3,16,Delhi,Luxury,5K-10K
Maa Gita Palace,"Jasola, New Delhi",6232,2.5,13,Delhi,Luxury,5K-10K
Kashi Residency,"Nizamuddin Railway Station, New Delhi",1850,2.5,26,Delhi,Budget,0-2K
Hotel V.M. Residency,"Vasant Kunj, New Delhi",3712,2.5,18,Delhi,Mid-range,2K-5K
Hotel Silver Palace,"Paharganj, New Delhi",1800,2.5,18,Delhi,Budget,0-2K
Hotel Lords,"Paharganj, New Delhi",4956,2.5,13,Delhi,Mid-range,2K-5K
Hotel Indo Continental,"Arakashan Road, New Delhi",848,2.5,23,Delhi,Budget,0-2K
Hotel Green Palace,"Vivek Vihar, New Delhi",3498,2.5,23,Delhi,Mid-range,2K-5K
Hello Namaste India Service Apartment III,New Delhi,9834,2.5,14,Delhi,Luxury,5K-10K
Hello Namaste India Service Apartment I,New Delhi,6391,2.5,12,Delhi,Luxury,5K-10K
Garg inn,"Green Park, New Delhi",4142,2.5,17,Delhi,Mid-range,2K-5K
Dimple Lodge,New Delhi,6266,2.5,14,Delhi,Luxury,5K-10K
C R Residency,New Delhi,6138,5,13,Delhi,Luxury,5K-10K
C 29 Service Apartment,"Lajpat Nagar, New Delhi",6140,2.5,13,Delhi,Luxury,5K-10K
Ashray BnB,New Delhi,6411,4.2,13,Delhi,Luxury,5K-10K
Rohini Residency,New Delhi,6556,4.1,14,Delhi,Luxury,5K-10K
Olive Service Apartment,"Lajpat Nagar, New Delhi",6319,2.5,12,Delhi,Luxury,5K-10K
Neo Zone Service Apartment Greater Kailash II,"Greater Kailash, New Delhi",6350,4.3,13,Delhi,Luxury,5K-10K
Hotel Shivam Palace,"Paharganj, New Delhi",3636,2.5,27,Delhi,Mid-range,2K-5K
Hotel A Square Continental,"Karol Bagh, New Delhi",3424,2.5,15,Delhi,Mid-range,2K-5K
First Choice Service Apartments Vasant Kunj,"Vasant Kunj, New Delhi",6304,2.5,13,Delhi,Luxury,5K-10K
Divine Service Apartment,"Lajpat Nagar, New Delhi",6479,4.3,14,Delhi,Luxury,5K-10K
Ambica Inn,"Malviya Nagar, New Delhi",6291,2.5,13,Delhi,Luxury,5K-10K
Villa with Terrace at New Delhi- GK2,"Greater Kailash, New Delhi",6324,4.2,13,Delhi,Luxury,5K-10K
Twin Bed AC Private Room with Ensuite Bathroom at Stops Delhi,"Daryaganj, New Delhi",6468,2.5,13,Delhi,Luxury,5K-10K
Stemwood Apartment 4 BHK,"Safdurjung, New Delhi",6442,2.5,14,Delhi,Luxury,5K-10K
Stemwood Apartment - 3 BHK,New Delhi,6177,2.5,13,Delhi,Luxury,5K-10K
Stemwood Apartment - 1 BHK,"Safdurjung, New Delhi",6374,2.5,13,Delhi,Luxury,5K-10K
Punjabi,"Kailash Colony, New Delhi",5941,4,16,Delhi,Luxury,5K-10K
