Hotel Name,Location,Price,Rating,Discount Percentage,City,Price_Category,Price_Band
Layalee Grande Hotel,"Guindy, Chennai",2663,4.1,50,Chennai,Mid-range,2K-5K
Century Park,"Kuthambakkam, Chennai",2485,4.1,21,Chennai,Mid-range,2K-5K
"Welcomhotel by ITC Hotels, GST Road, Chennai","Maraimalai Nagar, Chennai",8100,2.5,21,Chennai,Luxury,5K-10K
Citadines OMR Chennai,"Sholinganallur, Chennai",21006,2.5,21,Chennai,Luxury,10K+
Hotel Citilet Opp AVM Studio,"Vadapalani, Chennai",2063,4.2,17,Chennai,Mid-range,2K-5K
Radha Regent - A Sarovar Hotel,"Arumbakkam, Chennai",6118,4.2,13,Chennai,Luxury,5K-10K
Emirates Residency,"Koyambedu, Chennai",3437,4.1,18,Chennai,Mid-range,2K-5K
Hotel Royal Park,"Mount Road, Chennai",1682,2.5,15,Chennai,Budget,0-2K
Crescent Park (US Consulate),"Nungambakkam, Chennai",2559,4.1,27,Chennai,Mid-range,2K-5K
The Kings Park Residency,"Triplicane, Chennai",3301,4.1,17,Chennai,Mid-range,2K-5K
"Lemon Tree Hotel, Chennai","Guindy, Chennai",15475,2.5,10,Chennai,Luxury,10K+
Urvashi Residency,"T. Nagar, Chennai",4026,2.5,37,Chennai,Mid-range,2K-5K
Klase Hotels,"Guindy, Chennai",3490,2.5,17,Chennai,Mid-range,2K-5K
Super Townhouse Arcot Road Near Kauvery hospital,"Vadapalani Chennai, Chennai",1898,2.5,16,Chennai,Budget,0-2K
Townhouse Chennai Near Airport Formerly Sai Bala Budget,"Pammal, Chennai",1584,2.5,13,Chennai,Budget,0-2K
Kolam Serviced Apartments - Adyar,"Adyar, Chennai",4228,4.5,30,Chennai,Mid-range,2K-5K
The Leela Palace Chennai,"Raja Annamalai Puram, Chennai",33500,2.5,30,Chennai,Luxury,10K+
Saaral Residency,"Mogappair, Chennai",2679,2.5,23,Chennai,Mid-range,2K-5K
Royal Grand,"Tambaram, Chennai",2955,4.3,32,Chennai,Mid-range,2K-5K
Taj Connemara,"Binny Road, Chennai",15139,2.5,32,Chennai,Luxury,10K+
"Welcomhotel by ITC Hotels, Cathedral Road, Chennai","Gopalapuram, Chennai",17100,2.5,32,Chennai,Luxury,10K+
Highnest Hotel,"Maraimalai Nagar, Chennai",3087,2.5,21,Chennai,Mid-range,2K-5K
Arunaachalaa Residency,"Triplicane, Chennai",2521,2.5,34,Chennai,Mid-range,2K-5K
A & M Rooms and Residences,"Mogappair, Chennai",2968,4.8,20,Chennai,Mid-range,2K-5K
Hotel Royal Chola,"Oragadam, Chennai",3773,4.2,33,Chennai,Mid-range,2K-5K
Chennai Stays Apartments,"T. Nagar, Chennai",1770,2.5,23,Chennai,Budget,0-2K
Krishna Inn,"T. Nagar, Chennai",3234,2.5,13,Chennai,Mid-range,2K-5K
Super Townhouse Pallikarani Near Balaji Dental College,Chennai,1515,2.5,16,Chennai,Budget,0-2K
Super Collection O OMR Perungudi,Chennai,1591,2.5,16,Chennai,Budget,0-2K
Super Hotel O Sholinganallur Near Anjaneya Temple,Chennai,1589,2.5,15,Chennai,Budget,0-2K
Super Hotel O ECR Chennai Kanathur,Chennai,1363,2.5,13,Chennai,Budget,0-2K
Super Collection O Thousand Lights Chennai,Chennai,1791,2.5,16,Chennai,Budget,0-2K
Feathers - A Radha Hotel,"Ramapuram, Chennai",23850,4.4,10,Chennai,Luxury,10K+
Lemon Tree Hotel Shimona,"Sardar Patel Road, Chennai",10050,4.1,10,Chennai,Luxury,10K+
"Keys Prima by Lemon Tree Hotels, Katti-Ma, Chennai","Thiruvanmiyur, Chennai",10508,2.5,10,Chennai,Luxury,10K+
Shastik Residency,"Oragadam, Chennai",3480,2.5,13,Chennai,Mid-range,2K-5K
Jai Palace,"Tambaram, Chennai",1536,2.5,13,Chennai,Budget,0-2K
Eben Service Apartmenent,"Sholinganallur, Chennai",1416,4.1,21,Chennai,Budget,0-2K
GT Residency - T Nagar,"T. Nagar, Chennai",1444,4.1,20,Chennai,Budget,0-2K
FabExpress Nestlay Rooms,"Mogappair, Chennai",6436,2.5,14,Chennai,Luxury,5K-10K
FabExpress B Zone,Chennai,4474,2.5,13,Chennai,Mid-range,2K-5K
FabExpress P.A.S Residency,"Mylapore, Chennai",2804,2.5,13,Chennai,Mid-range,2K-5K
FabHotel Nestlay Rooms Airport,Chennai,5825,2.5,13,Chennai,Luxury,5K-10K
Hotel O Purasaiwalkam,"Purasaiwakkam, Chennai",1394,2.5,16,Chennai,Budget,0-2K
Aishwaryam Deshna service Apartment,"Ambattur, Chennai",869,2.5,31,Chennai,Budget,0-2K
Apartel By Aarin Oragadam,"Oragadam, Chennai",5778,4.4,42,Chennai,Luxury,5K-10K
FabExpress Town Space Apartment,Chennai,3516,2.5,13,Chennai,Mid-range,2K-5K
FabExpress Lloyds Inn,Chennai,4262,2.5,13,Chennai,Mid-range,2K-5K
FabHotel Home Tree Service Apartment,Chennai,4939,2.5,13,Chennai,Mid-range,2K-5K
FabHotel Earth,Chennai,4000,2.5,13,Chennai,Mid-range,2K-5K
FabExpress Sai Enclave,Chennai,3590,2.5,13,Chennai,Mid-range,2K-5K
FabExpress Lloyds Inn I,Chennai,4389,2.5,13,Chennai,Mid-range,2K-5K
FabHotel Prime Mahalaya Residency,Chennai,7328,2.5,14,Chennai,Luxury,5K-10K
Townhouse Oak Kodambakkam Formerly Cine City,"Central Railway Station, Chennai",2841,2.5,18,Chennai,Mid-range,2K-5K
Super Townhouse T Nagar Chennai,Chennai,2605,2.5,19,Chennai,Mid-range,2K-5K
Palette by CheckIn Alandur Chennai Airport,Chennai,2286,2.5,16,Chennai,Mid-range,2K-5K
Super Hotel O Valasaravakkam Near Chandra Metro Mall,Chennai,1217,2.5,15,Chennai,Budget,0-2K
Super Hotel O ECR Stays Near Nemmeli Beach Formerly GVS Homes,Chennai,1303,2.5,19,Chennai,Budget,0-2K
Super Hotel O Sriperambadhur Formerly Radha Residency,Chennai,1334,2.5,17,Chennai,Budget,0-2K
Super Hotel O Velachery Near Devi Karumariamman Nagar Extension,Chennai,1262,2.5,15,Chennai,Budget,0-2K
Super Hotel O Janappanchatram,Chennai,961,2.5,18,Chennai,Budget,0-2K
Super Collection O Ambattur Near Patravakam Railway Station,Chennai,1455,2.5,14,Chennai,Budget,0-2K
Super Hotel O Triplicane Formerly Park Royal,Chennai,1314,2.5,16,Chennai,Budget,0-2K
Super Hotel O Thoraipakkam Chennai,Chennai,1609,2.5,18,Chennai,Budget,0-2K
Super Collection O Kelambakkam Near Chettinad Hospital,Chennai,1148,2.5,19,Chennai,Budget,0-2K
Super Hotel O Nemeli Road Sriram Nagar,Chennai,1189,2.5,16,Chennai,Budget,0-2K
Super Hotel O Porur Formerly Jeya's Elite,Chennai,1366,2.5,14,Chennai,Budget,0-2K
Super Collection O Kundrathur Near Murugan Temple,Chennai,1416,2.5,15,Chennai,Budget,0-2K
Super Hotel O Villivakkam Railway Station Formerly BV Stayz,Chennai,1439,2.5,16,Chennai,Budget,0-2K
Rockfort stay inn,"Oragadam, Chennai",2174,2.5,24,Chennai,Mid-range,2K-5K
Super Collection O Guduvancheri Railway Station,Chennai,1670,2.5,13,Chennai,Budget,0-2K
The Kanchi Residency,"Anna Nagar, Chennai",3602,2.5,15,Chennai,Mid-range,2K-5K
ibis Chennai City Centre - An AccorHotels Brand,"Mount Road, Chennai",8499,2.5,15,Chennai,Luxury,5K-10K
Courtyard by Marriott Chennai,"Anna Salai, Chennai",17000,2.5,15,Chennai,Luxury,10K+
Hyatt Regency (US Consulate),"Teynampet, Chennai",26000,2.5,15,Chennai,Luxury,10K+
The Westin Chennai Velachery,"Velachery, Chennai",18000,2.5,15,Chennai,Luxury,10K+
Novotel Chennai Chamiers Road,"City Centre, Chennai",16749,2.5,15,Chennai,Luxury,10K+
Hilton Chennai,"Guindy, Chennai",25950,2.5,15,Chennai,Luxury,10K+
Fairfield by Marriott Chennai Mahindra World City,"Mahindra World City, Chennai",8518,2.5,15,Chennai,Luxury,5K-10K
Sheraton Grand Chennai Resort & Spa,"Semmenchery / Old Mahabalipuram Road, Chennai",16000,2.5,15,Chennai,Luxury,10K+
Angson Serviced Apartments,"Greames Road, Chennai",2635,2.5,12,Chennai,Mid-range,2K-5K
The Mars Chennai,"Pallavaram, Chennai",1964,2.5,16,Chennai,Budget,0-2K
Royal Palace Marina,"Triplicane, Chennai",1130,2.5,29,Chennai,Budget,0-2K
Esthell Hotel,"Padmanabha Nagar, Chennai",4875,2.5,35,Chennai,Mid-range,2K-5K
Hotel Maurya International,"Vadapalani, Chennai",2968,2.5,20,Chennai,Mid-range,2K-5K
Pullman Chennai Anna Salai,"Anna Salai, Chennai",17700,2.5,20,Chennai,Luxury,10K+
Nayagara Hotel,"Kodambakkam, Chennai",2247,2.5,23,Chennai,Mid-range,2K-5K
Hotel Southern Residency -Near to SIPCOT,"Kelambakkam, Chennai",1735,4.2,47,Chennai,Budget,0-2K
Dhans,"Velacheri, Chennai",3613,4.5,32,Chennai,Mid-range,2K-5K
Zingle Stay Airport,"Airport Zone, Chennai",2085,4,33,Chennai,Mid-range,2K-5K
Peace Inn,"Chepauk, Chennai",1294,2.5,24,Chennai,Budget,0-2K
The Mount Regency,"Mount Road, Chennai",1005,2.5,23,Chennai,Budget,0-2K
Green Meadows Resort (ECR),"Ecr Road, Chennai",4693,4.1,28,Chennai,Mid-range,2K-5K
Santhi Bhavan,"Park Town, Chennai",1475,2.5,37,Chennai,Budget,0-2K
Hotel SRM Grands,"Anna Nagar, Chennai",2564,2.5,18,Chennai,Mid-range,2K-5K
The Mount City Near US Consulate,"Anna Salai, Chennai",2356,2.5,33,Chennai,Mid-range,2K-5K
Goldmine Hotels,"Koyambedu, Chennai",2044,2.5,24,Chennai,Mid-range,2K-5K
Paradise Guest House,"Triplicane, Chennai",524,2.5,13,Chennai,Budget,0-2K
Broad Lands,"Triplicane, Chennai",636,4,21,Chennai,Budget,0-2K
Hotel GMT Centre,"Park Town, Chennai",1141,2.5,21,Chennai,Budget,0-2K
Holiday Inn Chennai OMR IT Expressway,"Thiruvanmiyur, Chennai",17499,2.5,21,Chennai,Luxury,10K+
Kuber Inn Elite,"T. Nagar, Chennai",1865,2.5,22,Chennai,Budget,0-2K
Kuber Inn Loop Street,"T. Nagar, Chennai",1420,4,25,Chennai,Budget,0-2K
Hotel Bagyam Inn,"Parry's Corner, Chennai",1013,2.5,16,Chennai,Budget,0-2K
Woodlands Inn,"Triplicane, Chennai",2735,4,20,Chennai,Mid-range,2K-5K
Sky Residency,"Tambaram Sanatorium, Chennai",1700,2.5,24,Chennai,Budget,0-2K
Park Inn Beach Resort,"Chinnadi Kuppam, Chennai",2598,2.5,35,Chennai,Mid-range,2K-5K
Nortels Square Hotel Apartments,"Sholinganallur, Chennai",1905,2.5,24,Chennai,Budget,0-2K
Hotel Shriram,"Periamet, Chennai",490,2.5,22,Chennai,Budget,0-2K
Maruthi Residency,"Tambaram, Chennai",1628,2.5,19,Chennai,Budget,0-2K
V. R. Home,"Mylapore, Chennai",2354,2.5,22,Chennai,Mid-range,2K-5K
V. R. Home (SMR),"Alwarpet, Chennai",1741,2.5,13,Chennai,Budget,0-2K
Fanar Residency,"Periamet, Chennai",1805,4.1,22,Chennai,Budget,0-2K
Zama Lodge,"Anna Salai, Chennai",612,2.5,13,Chennai,Budget,0-2K
Just Guest House,"Airport Zone, Chennai",1866,4.1,22,Chennai,Budget,0-2K
Hotel Shri Valli Residency,"Kilpauk, Chennai",1717,2.5,46,Chennai,Budget,0-2K
Kings Cross Residency,"Adyar, Chennai",2332,2.5,33,Chennai,Mid-range,2K-5K
"Taj Fisherman's Cove Resort & Spa, Chennai","East Coast Road, Chennai",22525,2.5,33,Chennai,Luxury,10K+
The City Manor,"Thiruvanmiyur, Chennai",1549,2.5,21,Chennai,Budget,0-2K
Sea Shell Residency  (Opp US Consulate).,"Thousand Lights, Chennai",2375,2.5,21,Chennai,Mid-range,2K-5K
"Samudra Residency,Behind Chennai central railway station","Central Railway Station, Chennai",939,2.5,28,Chennai,Budget,0-2K
Hotel Sai Krish Grand,"Airport Zone, Chennai",2374,2.5,21,Chennai,Mid-range,2K-5K
Hotel Greens Gate,"Periamet, Chennai",1569,2.5,22,Chennai,Budget,0-2K
S4 Residency,"Thiruvanmiyur, Chennai",1394,2.5,25,Chennai,Budget,0-2K
Hotel Ashok Residency,"Porur, Chennai",1865,2.5,60,Chennai,Budget,0-2K
Hotel SRR Grand,"Vandalur, Chennai",2762,2.5,27,Chennai,Mid-range,2K-5K
White Park,"Periamet, Chennai",1590,2.5,16,Chennai,Budget,0-2K
Mahalaya Residency,"Pallavaram, Chennai",2674,2.5,21,Chennai,Mid-range,2K-5K
Hotel Goutham Manor,"Nungambakkam, Chennai",2572,2.5,18,Chennai,Mid-range,2K-5K
Ponnis Grand Inn,"Poonamallee High Road, Chennai",3691,4,20,Chennai,Mid-range,2K-5K
Saibala Grand,"Airport Zone, Chennai",2590,2.5,22,Chennai,Mid-range,2K-5K
Mount Residency,"Mount Road, Chennai",1256,2.5,22,Chennai,Budget,0-2K
Decastle Inn,"Porur, Chennai",2456,4.1,18,Chennai,Mid-range,2K-5K
Hotel Half Moon,"Kottivakkam, Chennai",2123,2.5,15,Chennai,Mid-range,2K-5K
Buhari Royale Boutique Hotel,"Chrompet, Chennai",2166,2.5,20,Chennai,Mid-range,2K-5K
Hotel Rivera,"Egmore, Chennai",2105,2.5,27,Chennai,Mid-range,2K-5K
Baywatch,"Neelankarai, Chennai",5504,2.5,21,Chennai,Luxury,5K-10K
Thaj Regency,"Triplicane, Chennai",677,2.5,15,Chennai,Budget,0-2K
Hotel Ashoka,"Egmore, Chennai",2055,4,13,Chennai,Mid-range,2K-5K
Hotel Chennai Gate,"Opp Egmore Railway Station, Chennai",2129,2.5,29,Chennai,Mid-range,2K-5K
Remisha Service Apartments,"Valasarvanakkam, Chennai",3306,4,17,Chennai,Mid-range,2K-5K
PJP Park Inn Hotel,"Koyambedu, Chennai",5097,2.5,13,Chennai,Luxury,5K-10K
Hotel City Tower,"Central Railway Station, Chennai",2192,2.5,37,Chennai,Mid-range,2K-5K
Hotel Grand Palace,"Chrompet, Chennai",2900,2.5,52,Chennai,Mid-range,2K-5K
Hotel Shelter,"Mylapore, Chennai",3760,2.5,32,Chennai,Mid-range,2K-5K
Hotel Nachiappa Park,"Next To T Nagar Shopping Area, Chennai",2359,2.5,26,Chennai,Mid-range,2K-5K
Crystal Park (Opp US Consulate),"Thousand Lights, Chennai",2231,4.2,20,Chennai,Mid-range,2K-5K
Krishna Park,"Egmore, Chennai",1532,2.5,23,Chennai,Budget,0-2K
The Vijay Park,"Arumbakkam, Chennai",3641,2.5,21,Chennai,Mid-range,2K-5K
The Vijay Park - Madhavaram,"Kolathur, Chennai",3001,2.5,17,Chennai,Mid-range,2K-5K
Hotel Suriya International (Pondy Bazaar),"T. Nagar, Chennai",1666,2.5,31,Chennai,Budget,0-2K
Orchid Inn Hotel Royapettah,"Royapettah, Chennai",1099,2.5,22,Chennai,Budget,0-2K
The Only Place ( Perungudi ),"Perungudi, Chennai",4341,2.5,21,Chennai,Mid-range,2K-5K
Sea Queen Residency,"Near Us Consulate, Chennai",1910,4.1,20,Chennai,Budget,0-2K
Hotel Sarada Nivas,"Mylapore, Chennai",1569,2.5,22,Chennai,Budget,0-2K
VCARE Accommodation (Kandanchavadi Property),"Kandanchavadi, Chennai",1923,2.5,13,Chennai,Budget,0-2K
Swarnam Residency,"Ekkaduthangal, Chennai",1589,2.5,22,Chennai,Budget,0-2K
Standby Resorts,"T. Nagar, Chennai",3058,2.5,18,Chennai,Mid-range,2K-5K
Orchid Serenity Hotel Apartment,"Pallikaranai, Chennai",5873,2.5,13,Chennai,Luxury,5K-10K
Nortels Heights Hotel Apartments Kandanchavadi OMR,"Kandanchavadi, Chennai",2035,4,27,Chennai,Mid-range,2K-5K
Moon Palace,"Central Railway Station, Chennai",1502,2.5,17,Chennai,Budget,0-2K
Hotel Sri Sai Residency,"Medavakkam, Chennai",2117,2.5,27,Chennai,Mid-range,2K-5K
Hotel KEK Grand Park,"Pallavaram, Chennai",1714,2.5,20,Chennai,Budget,0-2K
Harini Lodge,"Egmore, Chennai",2884,2.5,13,Chennai,Mid-range,2K-5K
Hotel Tejas,"T. Nagar, Chennai",2918,2.5,17,Chennai,Mid-range,2K-5K
Hotel Bharath,"Periamet, Chennai",696,2.5,23,Chennai,Budget,0-2K
GMT Grand Park,"Koyambedu, Chennai",796,2.5,16,Chennai,Budget,0-2K
Krishna International,"T. Nagar, Chennai",2197,2.5,22,Chennai,Mid-range,2K-5K
SKB Hotel Grand Days,"Periamet, Chennai",1455,4.3,27,Chennai,Budget,0-2K
PP Residency,"Padur, Chennai",1818,4,24,Chennai,Budget,0-2K
Pasha Manzil,"Cathedral Road, Chennai",5236,2.5,13,Chennai,Luxury,5K-10K
Grace Guest House,"Chinmaya Nagar, Chennai",1793,2.5,13,Chennai,Budget,0-2K
Deepalaxmi Apartment,"Nandanam, Chennai",3842,2.5,15,Chennai,Mid-range,2K-5K
Afiya Residency,"Periamet, Chennai",577,2.5,18,Chennai,Budget,0-2K
Green Grande Inn,"Vadapalani, Chennai",1622,2.5,29,Chennai,Budget,0-2K
Charminar Residency,"Triplicane, Annasalai, Chennai",628,2.5,22,Chennai,Budget,0-2K
ADITI HOME STAY,"Mogappair, Chennai",2358,4.3,16,Chennai,Mid-range,2K-5K
Hotel Udayam Towers,"Porur, Chennai",2115,2.5,45,Chennai,Mid-range,2K-5K
Convastay Gajel - Near Apollo Main Hospital Greams Road,"Thousand Lights, Chennai",2447,2.5,13,Chennai,Mid-range,2K-5K
KANS ONE - Kodambakkam,"Kodambakkam, Chennai",1376,2.5,33,Chennai,Budget,0-2K
Sri Sai Park,"Periamet, Chennai",1413,4,29,Chennai,Budget,0-2K
Lloyds Guest House - Royapettah,"Gopalapuram, Chennai",1582,4.5,17,Chennai,Budget,0-2K
Ram Palace,"Loganathan Nagar, Chennai",1835,2.5,13,Chennai,Budget,0-2K
Sorrento Guest House,"Anna Nagar, Chennai",886,2.5,19,Chennai,Budget,0-2K
Vasantha Lodge,"Purasaiwakkam, Chennai",471,2.5,14,Chennai,Budget,0-2K
NB Palace,"Mount Road, Chennai",747,2.5,38,Chennai,Budget,0-2K
Country Club Lee Crysstal,"Chengalpattu, Chennai",2084,4,38,Chennai,Mid-range,2K-5K
White Mount Business Hotel,"Periamet, Chennai",1054,2.5,25,Chennai,Budget,0-2K
Hotel Adithya,"Periamet, Chennai",787,2.5,17,Chennai,Budget,0-2K
Green Tree hotel,"Teynampet, Chennai",1426,4.4,41,Chennai,Budget,0-2K
TPG Nest Best Rooms,"Saligramam, Chennai",4578,2.5,13,Chennai,Mid-range,2K-5K
Balaji Residency,"Koyambedu, Chennai",1792,2.5,28,Chennai,Budget,0-2K
Sanaara Residency,"Saligramam, Chennai",2884,2.5,13,Chennai,Mid-range,2K-5K
R. B. Residency,"Mogappair, Chennai",1325,2.5,12,Chennai,Budget,0-2K
Chennai Stays T Nagar - 2,"T. Nagar, Chennai",1569,2.5,22,Chennai,Budget,0-2K
Hotel Sakthi Priya,"Purasaiwakkam, Chennai",2317,4.4,19,Chennai,Mid-range,2K-5K
Hotel Joyce,"Periamet, Chennai",1123,2.5,29,Chennai,Budget,0-2K
4U Business Class Hotel,"Periamet, Chennai",1709,4,22,Chennai,Budget,0-2K
Thangam Residency,"Royapettah, Chennai",6456,4.1,15,Chennai,Luxury,5K-10K
Hibiscus Copper Moon Guest House,"Teynampet, Chennai",6423,2.5,13,Chennai,Luxury,5K-10K
Semass Service Apartment & Hotel,"T. Nagar, Chennai",1748,2.5,13,Chennai,Budget,0-2K
Hotel Sunpark Inn Poongavanapuram,"Periamet, Chennai",1426,2.5,38,Chennai,Budget,0-2K
Golden Nithiam,"Mogappair, Chennai",2185,2.5,13,Chennai,Mid-range,2K-5K
Felicity Inn Nandambakkam,"Nandambakkam, Chennai",6465,4.1,14,Chennai,Luxury,5K-10K
Hotel Metro Park,"Vadapalani, Chennai",1309,2.5,31,Chennai,Budget,0-2K
Hotel Orange Inn-OMR-Perungudi,"Omr Road, Chennai",1522,2.5,31,Chennai,Budget,0-2K
Fivestones T Nagar,"T. Nagar, Chennai",962,2.5,20,Chennai,Budget,0-2K
SKY HOME,"Periamet, Chennai",599,2.5,33,Chennai,Budget,0-2K
Masa Guest House,"Anna Salai, Chennai",6601,2.5,14,Chennai,Luxury,5K-10K
Hotel Saravanaa,"Koyambedu, Chennai",1010,2.5,33,Chennai,Budget,0-2K
Adhava Park Inn,"Periamet, Chennai",2098,2.5,13,Chennai,Mid-range,2K-5K
Shri Devi Park,"T. Nagar, Chennai",1532,2.5,28,Chennai,Budget,0-2K
Seashell Park (Opp US Consulate),"Opp Us Consulate, Chennai",1001,2.5,33,Chennai,Budget,0-2K
Nestlay Rooms Vanagram,"Vanagaram, Chennai",2069,2.5,20,Chennai,Mid-range,2K-5K
Syening Associates Apartment,"Navalur, Chennai",1604,2.5,20,Chennai,Budget,0-2K
Happy Home Apartment,"Ekkatuthangal, Chennai",2202,2.5,21,Chennai,Mid-range,2K-5K
Shappy Inn,"Choolaimedu, Chennai",6346,4.3,13,Chennai,Luxury,5K-10K
Rama Service Apartment,"Pallikaranai, Chennai",2622,2.5,13,Chennai,Mid-range,2K-5K
Atiti Service apartment - Guest House,"Kodambakkam, Chennai",2010,2.5,13,Chennai,Mid-range,2K-5K
Akash Inn,"Park Town, Chennai",4370,2.5,13,Chennai,Mid-range,2K-5K
Yali Service Apartment,"Perungudi, Chennai",1433,4.6,18,Chennai,Budget,0-2K
Shivaji Residency,"Chrompet, Chennai",1561,2.5,16,Chennai,Budget,0-2K
Mercury Mahal,"Kodungaiyur, Chennai",6509,2.5,13,Chennai,Luxury,5K-10K
JKL Service Appartment,"Kilpauk, Chennai",6538,2.5,13,Chennai,Luxury,5K-10K
Thy Mercy Apy,"Meenambakkam, Chennai",6277,4.1,13,Chennai,Luxury,5K-10K
STAY COMFORT SERVICE APARTMENT IN CHENNAI - KILPAUK,"Kilpauk, Chennai",6404,2.5,13,Chennai,Luxury,5K-10K
Phoenix Serviced Apartments,"T. Nagar, Chennai",6217,2.5,13,Chennai,Luxury,5K-10K
My home my home,"Adyar, Chennai",6563,2.5,14,Chennai,Luxury,5K-10K
City Inn Service Apartment,"Nungambakkam, Chennai",3146,2.5,13,Chennai,Mid-range,2K-5K
Treebo Flora Embassy,"Asis Mulk, Chennai",2973,2.5,65,Chennai,Mid-range,2K-5K
RG Suites Royapettah,"Royapettah, Chennai",1104,2.5,33,Chennai,Budget,0-2K
Srichand Business class rooms,"Poonamallee High Road, Chennai",1962,4.5,22,Chennai,Budget,0-2K
Convastay Royapettah,"Royapettah, Chennai",2622,2.5,13,Chennai,Mid-range,2K-5K
Hilarity Inn,"Padapai, Chennai",3862,2.5,31,Chennai,Mid-range,2K-5K
Saravana Shelters Residency,"Tambaram, Chennai",1636,2.5,18,Chennai,Budget,0-2K
Lush Garden Resort,"Ecr Road, Chennai",6344,4,30,Chennai,Luxury,5K-10K
Blossoms Hotel and Service Apartment,"Perumbakkam, Chennai",2583,2.5,39,Chennai,Mid-range,2K-5K
Sunlight Residency,"Chrompet, Chennai",1416,2.5,21,Chennai,Budget,0-2K
Super Collection O Sithalapakkam Medavakkam Formerly Srinivasa Residency,Chennai,1175,2.5,13,Chennai,Budget,0-2K
Collection O Sholinganallur Chennai Formerly Nimalan Residenc,Chennai,1487,2.5,13,Chennai,Budget,0-2K
RG Suites Nanganallur,"Nanganallur, Chennai",1432,2.5,13,Chennai,Budget,0-2K
RG Suites Thoraipakkam,"Thoraipakkam, Chennai",2108,2.5,27,Chennai,Mid-range,2K-5K
The Malayalee Club,"Chetpet, Chennai",3581,4.2,25,Chennai,Mid-range,2K-5K
Hotel Rathnavel Towers Annex,"Pallavaram, Chennai",1970,4,32,Chennai,Budget,0-2K
Tag My Stay Mist,"Thousand Lights, Chennai",1568,2.5,30,Chennai,Budget,0-2K
Rohaan Inns by UPAR Hotels Ashok Nagar,"Ashok Nagar, Chennai",2726,4.5,30,Chennai,Mid-range,2K-5K
KANS ONE - MADIPAKKAM,"Madambakkam, Chennai",2272,4,28,Chennai,Mid-range,2K-5K
Truliv Villa Laguna Luxury 4BHK Beachside With Pool ECR,"Kannathur, Chennai",13520,4.4,46,Chennai,Luxury,10K+
The City Residency,"Thiruvanmiyur, Chennai",2000,2.5,46,Chennai,Budget,0-2K
The K11 Golden Gate,"Alwarpet, Chennai",2447,2.5,13,Chennai,Mid-range,2K-5K
Celebrity Resort,"Padapai, Chennai",3145,2.5,21,Chennai,Mid-range,2K-5K
The Balaje Residency,"Chrompet, Chennai",2120,2.5,18,Chennai,Mid-range,2K-5K
Kolam Elliots Beach,"Besant Nagar, Chennai",4500,2.5,18,Chennai,Mid-range,2K-5K
Amutham Inn,"Maduravoyal, Chennai",1057,2.5,42,Chennai,Budget,0-2K
Nestlay Rooms Ambattur,"Ambattur, Chennai",1901,2.5,31,Chennai,Budget,0-2K
Arunaa Inn Airport Hotel,"Pasumpon Nagar, Chennai",1789,4.3,37,Chennai,Budget,0-2K
Hotel Lebanon Inn,"Omr Road, Chennai",2090,2.5,28,Chennai,Mid-range,2K-5K
Greens Estate,"Periamet, Chennai",2015,2.5,31,Chennai,Mid-range,2K-5K
Truliv Villa Cabana Luxury 4BHK Seaview/ Pool ECR,"Uthandi, Chennai",13594,4.2,51,Chennai,Luxury,10K+
Sai Charan Comfort Inn,"Mogappair, Chennai",1748,4,13,Chennai,Budget,0-2K
Hotel Parkway Inn,"Omr Road, Chennai",1955,4,25,Chennai,Budget,0-2K
Hotel GT Galaxy,"Royapettah, Chennai",1514,2.5,42,Chennai,Budget,0-2K
Sea Gate ECR,"Kovalam, Chennai",1396,4.6,30,Chennai,Budget,0-2K
RG Suites Slate,"Nungambakkam, Chennai",3366,2.5,23,Chennai,Mid-range,2K-5K
ARL Home Stay,"Iyappanthangal, Chennai",1569,2.5,22,Chennai,Budget,0-2K
BM Gardenia,"Vanagaram, Chennai",3289,2.5,24,Chennai,Mid-range,2K-5K
GT Empire Hotel (Near SRM University),"Ramapuram, Chennai",2001,2.5,13,Chennai,Mid-range,2K-5K
Le Grace BeachView,"Kovalam, Chennai",6288,2.5,30,Chennai,Luxury,5K-10K
Nandhavanam A Business Class Residency,"Thoraipakkam, Chennai",2827,2.5,18,Chennai,Mid-range,2K-5K
The Dolphin Park Hotel,"Virugambakkam, Chennai",1148,4.2,54,Chennai,Budget,0-2K
Grand Continent T Nagar,"T. Nagar, Chennai",7532,2.5,50,Chennai,Luxury,5K-10K
Temple View Residency,"Thiruvallur, Chennai",1980,2.5,27,Chennai,Budget,0-2K
Canyonsun,"Saligramam, Chennai",2800,2.5,27,Chennai,Mid-range,2K-5K
Tranquility Inn,"Manapakkam, Chennai",2338,4.6,42,Chennai,Mid-range,2K-5K
Kaira Park,"Alwarpet, Chennai",4607,2.5,37,Chennai,Mid-range,2K-5K
Citi Luxe Hotel,"Manapakkam, Chennai",2463,2.5,23,Chennai,Mid-range,2K-5K
Sand Silver Business Hotel,"Periamet, Chennai",1305,2.5,23,Chennai,Budget,0-2K
Treebo Rkh Palace,Chennai,1950,2.5,65,Chennai,Budget,0-2K
Hotel O MA Chidambaram Stadium Formerly Sarvanas Park,Chennai,997,2.5,13,Chennai,Budget,0-2K
